time_s,laser,input_power_W,deposited_power_W,absorptivity
0.0001582745648,laser0,95,23.26612626,0.2449065922
0.0001586084727,laser0,95,23.26796819,0.2449259809
0.0001589438837,laser0,95,23.27597541,0.2450102675
0.0001592899598,laser0,95,23.34462512,0.245732896
0.0001596349635,laser0,95,23.32614606,0.2455383796
0.0001599786225,laser0,95,23.31947054,0.2454681109
0.0001603127486,laser0,95,23.30380939,0.2453032567
0.0001606465194,laser0,95,23.30586713,0.2453249171
0.0001609806162,laser0,95,23.32422958,0.2455182061
0.0001613151223,laser0,95,23.28776436,0.2451343617
0.0001616503463,laser0,95,23.31415791,0.2454121885
0.000161987373,laser0,95,23.32182204,0.2454928636
0.000162333142,laser0,95,23.32377298,0.2455133998
0.0001627035361,laser0,95,23.26383674,0.244882492
0.0001630704207,laser0,95,23.28238857,0.2450777744
0.0001634350495,laser0,95,23.29725905,0.2452343058
0.0001637986706,laser0,95,23.25518913,0.2447914645
0.000164162572,laser0,95,23.20897874,0.2443050393
0.0001645282249,laser0,95,23.14820981,0.2436653665
0.0001648966386,laser0,95,23.03784545,0.2425036363
0.0001652680583,laser0,95,22.99968042,0.2421018992
0.0001656391119,laser0,95,22.95809797,0.2416641891
0.0001660111201,laser0,95,22.98460035,0.2419431615
0.0001663790597,laser0,95,22.97969439,0.2418915199
0.0001667434956,laser0,95,22.95429491,0.2416241569
0.0001671051976,laser0,95,22.96546624,0.2417417499
0.0001674638561,laser0,95,22.99681767,0.2420717649
0.0001678196535,laser0,95,23.00647341,0.2421734043
0.0001681726777,laser0,95,23.01719651,0.242286279
0.0001685228265,laser0,95,23.0221732,0.2423386653
0.0001688699639,laser0,95,23.04444068,0.2425730598
0.0001692146752,laser0,95,23.03532362,0.2424770908
0.0001693501806,laser0,95,23.03689567,0.2424936386
0.0001695127871,laser0,95,23.03521264,0.2424759226
0.0001697079149,laser0,95,23.06061669,0.2427433336
0.0001699372002,laser0,95,23.07054847,0.2428478786
0.0001702004449,laser0,95,23.07432842,0.2428876675
0.0001704974692,laser0,95,23.07648343,0.2429103519
0.0001708280544,laser0,95,23.08427762,0.242992396
0.0001711595848,laser0,95,23.16621169,0.2438548598
0.0001714830287,laser0,95,23.20272997,0.2442392628
0.0001718010806,laser0,95,23.2313354,0.2445403726
0.0001721171518,laser0,95,23.27169475,0.2449652079
0.0001724341026,laser0,95,23.24485054,0.2446826373
0.0001727524052,laser0,95,23.23448876,0.2445735659
0.0001730725567,laser0,95,23.24811501,0.2447170001
0.0001733969807,laser0,95,23.26721318,0.2449180334
0.0001737264842,laser0,95,23.22622788,0.2444866093
0.0001740571271,laser0,95,23.22109978,0.2444326293
0.0001743877651,laser0,95,23.22841652,0.2445096476
0.0001747182257,laser0,95,23.20860436,0.2443010986
0.0001750488286,laser0,95,23.22508627,0.2444745924
0.0001753799867,laser0,95,23.19430344,0.2441505625
0.0001757126164,laser0,95,23.18945221,0.244099497
0.0001760468382,laser0,95,23.18141069,0.2440148494
0.0001763832377,laser0,95,23.14938375,0.2436777237
0.0001767214845,laser0,95,23.19416245,0.2441490784
0.0001770606393,laser0,95,23.16895354,0.2438837215
0.0001773998465,laser0,95,23.18446274,0.2440469762
0.0001777378236,laser0,95,23.15028071,0.2436871654
